 ,Area1,Mean1,Min1,Max1,Circ.1,AR1,Round1,Solidity1,Area2,Mean2,Min2,Max2,Circ.2,AR2,Round2,Solidity2,Area3,Mean3,Min3,Max3,Circ.3,AR3,Round3,Solidity3,Area4,Mean4,Min4,Max4,Circ.4,AR4,Round4,Solidity4
1,397403.656,98.350,13,425,1,1.038,0.963,1.003,397403.656,84.336,5,287,1,1.038,0.963,1.003,397403.656,103.598,14,371,1,1.038,0.963,1.003,397403.656,89.881,9,292,1,1.038,0.963,1.003
2,397403.656,99.030,6,327,1,1.038,0.963,1.003,397403.656,84.838,11,308,1,1.038,0.963,1.003,397403.656,104.059,12,396,1,1.038,0.963,1.003,397403.656,90.155,11,343,1,1.038,0.963,1.003
3,397403.656,98.437,13,377,1,1.038,0.963,1.003,397403.656,85.345,11,314,1,1.038,0.963,1.003,397403.656,104.020,14,355,1,1.038,0.963,1.003,397403.656,90.942,5,339,1,1.038,0.963,1.003
4,397403.656,98.964,12,298,1,1.038,0.963,1.003,397403.656,84.860,10,283,1,1.038,0.963,1.003,397403.656,103.837,12,390,1,1.038,0.963,1.003,397403.656,90.298,13,346,1,1.038,0.963,1.003
5,397403.656,98.227,10,334,1,1.038,0.963,1.003,397403.656,84.191,6,289,1,1.038,0.963,1.003,397403.656,105.192,7,414,1,1.038,0.963,1.003,397403.656,89.422,4,281,1,1.038,0.963,1.003
6,397403.656,99.249,12,341,1,1.038,0.963,1.003,397403.656,85.868,6,252,1,1.038,0.963,1.003,397403.656,104.612,14,325,1,1.038,0.963,1.003,397403.656,90.318,11,376,1,1.038,0.963,1.003
7,397403.656,98.992,12,300,1,1.038,0.963,1.003,397403.656,85.723,10,301,1,1.038,0.963,1.003,397403.656,105.114,8,397,1,1.038,0.963,1.003,397403.656,91.139,13,358,1,1.038,0.963,1.003
8,397403.656,98.208,13,337,1,1.038,0.963,1.003,397403.656,84.489,5,303,1,1.038,0.963,1.003,397403.656,104.602,10,329,1,1.038,0.963,1.003,397403.656,90.517,6,299,1,1.038,0.963,1.003
9,397403.656,99.165,11,322,1,1.038,0.963,1.003,397403.656,85.131,9,288,1,1.038,0.963,1.003,397403.656,104.917,10,425,1,1.038,0.963,1.003,397403.656,90.567,12,260,1,1.038,0.963,1.003
10,397403.656,98.642,7,288,1,1.038,0.963,1.003,397403.656,85.021,8,271,1,1.038,0.963,1.003,397403.656,103.696,11,372,1,1.038,0.963,1.003,397403.656,90.162,6,318,1,1.038,0.963,1.003
11,397403.656,98.702,3,350,1,1.038,0.963,1.003,397403.656,84.775,6,278,1,1.038,0.963,1.003,397403.656,104.498,0,408,1,1.038,0.963,1.003,397403.656,90.741,14,294,1,1.038,0.963,1.003
12,397403.656,98.313,3,312,1,1.038,0.963,1.003,397403.656,84.552,7,267,1,1.038,0.963,1.003,397403.656,103.215,13,344,1,1.038,0.963,1.003,397403.656,89.992,5,300,1,1.038,0.963,1.003
13,397403.656,98.069,6,341,1,1.038,0.963,1.003,397403.656,84.583,11,316,1,1.038,0.963,1.003,397403.656,105.076,13,349,1,1.038,0.963,1.003,397403.656,90.207,11,313,1,1.038,0.963,1.003
14,397403.656,98.357,7,337,1,1.038,0.963,1.003,397403.656,84.710,12,244,1,1.038,0.963,1.003,397403.656,104.188,4,357,1,1.038,0.963,1.003,397403.656,90.884,8,328,1,1.038,0.963,1.003
15,397403.656,98.387,11,356,1,1.038,0.963,1.003,397403.656,84.660,11,280,1,1.038,0.963,1.003,397403.656,104.306,15,462,1,1.038,0.963,1.003,397403.656,90.116,9,346,1,1.038,0.963,1.003
16,397403.656,97.975,12,329,1,1.038,0.963,1.003,397403.656,84.384,12,350,1,1.038,0.963,1.003,397403.656,104.096,7,343,1,1.038,0.963,1.003,397403.656,90.083,11,317,1,1.038,0.963,1.003
17,397403.656,98.410,11,328,1,1.038,0.963,1.003,397403.656,84.934,10,265,1,1.038,0.963,1.003,397403.656,104.681,14,405,1,1.038,0.963,1.003,397403.656,90.015,14,327,1,1.038,0.963,1.003
18,397403.656,98.131,12,321,1,1.038,0.963,1.003,397403.656,84.919,5,298,1,1.038,0.963,1.003,397403.656,104.218,10,456,1,1.038,0.963,1.003,397403.656,90.567,9,335,1,1.038,0.963,1.003
19,397403.656,98.422,12,337,1,1.038,0.963,1.003,397403.656,85.335,11,299,1,1.038,0.963,1.003,397403.656,105.165,13,368,1,1.038,0.963,1.003,397403.656,90.357,5,321,1,1.038,0.963,1.003
20,397403.656,98.156,16,308,1,1.038,0.963,1.003,397403.656,84.806,5,335,1,1.038,0.963,1.003,397403.656,104.632,13,362,1,1.038,0.963,1.003,397403.656,91.087,13,319,1,1.038,0.963,1.003
21,397403.656,98.795,14,382,1,1.038,0.963,1.003,397403.656,85.318,16,265,1,1.038,0.963,1.003,397403.656,103.614,18,335,1,1.038,0.963,1.003,397403.656,90.643,6,494,1,1.038,0.963,1.003
22,397403.656,99.116,8,312,1,1.038,0.963,1.003,397403.656,85.355,13,259,1,1.038,0.963,1.003,397403.656,105.544,13,382,1,1.038,0.963,1.003,397403.656,90.703,12,304,1,1.038,0.963,1.003
23,397403.656,99.061,9,320,1,1.038,0.963,1.003,397403.656,85.117,8,279,1,1.038,0.963,1.003,397403.656,104.859,17,365,1,1.038,0.963,1.003,397403.656,91.679,10,355,1,1.038,0.963,1.003
24,397403.656,97.581,5,355,1,1.038,0.963,1.003,397403.656,85.168,9,277,1,1.038,0.963,1.003,397403.656,104.814,11,370,1,1.038,0.963,1.003,397403.656,90.299,17,323,1,1.038,0.963,1.003
25,397403.656,97.844,10,321,1,1.038,0.963,1.003,397403.656,84.620,14,274,1,1.038,0.963,1.003,397403.656,104.270,16,363,1,1.038,0.963,1.003,397403.656,89.785,14,305,1,1.038,0.963,1.003
